iteration,cumulative_edges_covered,new_edges,total_possible_edges,cumulative_coverage_percentage,new_coverage_percentage,execution_time,bug_type,average_execution_time,total_crashes,total_timeouts,unique_bugs,pass_rate
4949,101231,0,762867,13.269810,0.000000,1.029007,non_zero_exit,0.969309,0,283,0,72.343434
4950,101231,0,762867,13.269810,0.000000,5.004306,timeout,0.970124,0,284,0,72.328822
4951,101231,0,762867,13.269810,0.000000,0.021190,non_zero_exit,0.969932,0,284,0,72.314216
4952,101231,0,762867,13.269810,0.000000,3.040825,,0.970351,0,284,0,72.319806
4953,101231,0,762867,13.269810,0.000000,0.022240,non_zero_exit,0.970159,0,284,0,72.305208
4954,101231,0,762867,13.269810,0.000000,0.514499,,0.970067,0,284,0,72.310797
4955,101231,0,762867,13.269810,0.000000,0.031776,,0.969878,0,284,0,72.316384
4956,101231,0,762867,13.269810,0.000000,3.035961,,0.970295,0,284,0,72.321969
4957,101231,0,762867,13.269810,0.000000,0.028947,non_zero_exit,0.970105,0,284,0,72.307382
4958,101231,0,762867,13.269810,0.000000,0.030752,,0.969915,0,284,0,72.312966
4959,101231,0,762867,13.269810,0.000000,0.032829,,0.969726,0,284,0,72.318548
4960,101231,0,762867,13.269810,0.000000,0.021936,non_zero_exit,0.969535,0,284,0,72.303971
4961,101231,0,762867,13.269810,0.000000,0.036763,,0.969347,0,284,0,72.309553
4962,101231,0,762867,13.269810,0.000000,5.004188,timeout,0.970160,0,285,0,72.294983
4963,101231,0,762867,13.269810,0.000000,1.050596,,0.970177,0,285,0,72.300564
4964,101231,0,762867,13.269810,0.000000,1.029250,,0.970188,0,285,0,72.306143
4965,101231,0,762867,13.269810,0.000000,0.029999,,0.969999,0,285,0,72.311720
4966,101231,0,762867,13.269810,0.000000,1.031457,,0.970012,0,285,0,72.317294
4967,101234,3,762867,13.270203,0.000393,0.029962,,0.969822,0,285,0,72.322866
4968,101234,0,762867,13.270203,0.000000,0.025760,non_zero_exit,0.969632,0,285,0,72.308312
4969,101234,0,762867,13.270203,0.000000,5.004644,timeout,0.970444,0,286,0,72.293763
4970,101234,0,762867,13.270203,0.000000,1.530245,,0.970557,0,286,0,72.299336
4971,101234,0,762867,13.270203,0.000000,0.021522,non_zero_exit,0.970366,0,286,0,72.284795
4972,101234,0,762867,13.270203,0.000000,0.028993,,0.970177,0,286,0,72.290368
4973,101234,0,762867,13.270203,0.000000,0.032815,,0.969988,0,286,0,72.295939
4974,101234,0,762867,13.270203,0.000000,1.031725,,0.970001,0,286,0,72.301508
4975,101234,0,762867,13.270203,0.000000,2.028163,,0.970213,0,286,0,72.307074
4976,101234,0,762867,13.270203,0.000000,0.037250,,0.970026,0,286,0,72.312638
4977,101234,0,762867,13.270203,0.000000,0.037846,,0.969839,0,286,0,72.318200
4978,101234,0,762867,13.270203,0.000000,1.028687,,0.969850,0,286,0,72.323760
4979,101235,1,762867,13.270334,0.000131,0.022553,non_zero_exit,0.969660,0,286,0,72.309237
4980,101235,0,762867,13.270334,0.000000,1.028097,,0.969672,0,286,0,72.314796
4981,101235,0,762867,13.270334,0.000000,0.023038,non_zero_exit,0.969482,0,286,0,72.300281
4982,101235,0,762867,13.270334,0.000000,0.025910,non_zero_exit,0.969292,0,286,0,72.285772
4983,101235,0,762867,13.270334,0.000000,0.024053,non_zero_exit,0.969103,0,286,0,72.271268
4984,101235,0,762867,13.270334,0.000000,0.133699,,0.968935,0,286,0,72.276830
4985,101235,0,762867,13.270334,0.000000,2.033046,,0.969149,0,286,0,72.282391
4986,101235,0,762867,13.270334,0.000000,0.537155,,0.969062,0,286,0,72.287949
4987,101235,0,762867,13.270334,0.000000,0.022388,non_zero_exit,0.968872,0,286,0,72.273456
4988,101235,0,762867,13.270334,0.000000,1.030037,non_zero_exit,0.968885,0,286,0,72.258970
4989,101235,0,762867,13.270334,0.000000,3.429014,,0.969378,0,286,0,72.264529
4990,101235,0,762867,13.270334,0.000000,0.022426,non_zero_exit,0.969188,0,286,0,72.250050
4991,101235,0,762867,13.270334,0.000000,0.026458,,0.968999,0,286,0,72.255609
4992,101235,0,762867,13.270334,0.000000,1.028817,,0.969011,0,286,0,72.261166
4993,101235,0,762867,13.270334,0.000000,0.037698,,0.968824,0,286,0,72.266720
4994,101235,0,762867,13.270334,0.000000,5.003991,timeout,0.969632,0,287,0,72.252252
4995,101235,0,762867,13.270334,0.000000,2.038360,,0.969846,0,287,0,72.257806
4996,101235,0,762867,13.270334,0.000000,0.023739,non_zero_exit,0.969657,0,287,0,72.243346
4997,101235,0,762867,13.270334,0.000000,1.032527,,0.969669,0,287,0,72.248900
4998,101235,0,762867,13.270334,0.000000,4.042605,,0.970284,0,287,0,72.254451
4999,101235,0,762867,13.270334,0.000000,1.033627,,0.970297,0,287,0,72.260000
5000,101235,0,762867,13.270334,0.000000,5.003916,timeout,0.971103,0,288,0,72.245551
5001,101235,0,762867,13.270334,0.000000,1.032929,,0.971116,0,288,0,72.251100
5002,101235,0,762867,13.270334,0.000000,1.036367,,0.971129,0,288,0,72.256646
5003,101235,0,762867,13.270334,0.000000,0.031065,,0.970941,0,288,0,72.262190
5004,101235,0,762867,13.270334,0.000000,1.030070,,0.970953,0,288,0,72.267732
5005,101235,0,762867,13.270334,0.000000,1.032203,,0.970965,0,288,0,72.273272
5006,101235,0,762867,13.270334,0.000000,0.030535,,0.970777,0,288,0,72.278810
5007,101235,0,762867,13.270334,0.000000,1.029526,,0.970789,0,288,0,72.284345
5008,101235,0,762867,13.270334,0.000000,0.031721,,0.970601,0,288,0,72.289878
5009,101236,1,762867,13.270465,0.000131,0.035198,,0.970415,0,288,0,72.295409
5010,101236,0,762867,13.270465,0.000000,0.032339,,0.970227,0,288,0,72.300938
5011,101236,0,762867,13.270465,0.000000,0.025340,,0.970039,0,288,0,72.306464
5012,101236,0,762867,13.270465,0.000000,5.004519,timeout,0.970844,0,289,0,72.292041
5013,101236,0,762867,13.270465,0.000000,0.032009,non_zero_exit,0.970657,0,289,0,72.277623
5014,101236,0,762867,13.270465,0.000000,0.538369,,0.970570,0,289,0,72.283151
5015,101236,0,762867,13.270465,0.000000,2.036714,,0.970783,0,289,0,72.288676
5016,101236,0,762867,13.270465,0.000000,0.031171,,0.970596,0,289,0,72.294200
5017,101236,0,762867,13.270465,0.000000,1.030105,,0.970607,0,289,0,72.299721
5018,101236,0,762867,13.270465,0.000000,0.027807,,0.970420,0,289,0,72.305240
5019,101236,0,762867,13.270465,0.000000,0.027383,,0.970232,0,289,0,72.310757
5020,101236,0,762867,13.270465,0.000000,1.037429,,0.970245,0,289,0,72.316272
5021,101236,0,762867,13.270465,0.000000,1.137242,,0.970278,0,289,0,72.321784
5022,101236,0,762867,13.270465,0.000000,1.031932,,0.970291,0,289,0,72.327294
5023,101241,5,762867,13.271121,0.000655,5.082383,timeout,0.971109,0,290,0,72.312898
5024,101241,0,762867,13.271121,0.000000,0.333357,,0.970982,0,290,0,72.318408
5025,101241,0,762867,13.271121,0.000000,0.025165,,0.970794,0,290,0,72.323916
5026,101241,0,762867,13.271121,0.000000,0.021750,non_zero_exit,0.970605,0,290,0,72.309529
5027,101241,0,762867,13.271121,0.000000,5.005101,timeout,0.971408,0,291,0,72.295147
5028,101241,0,762867,13.271121,0.000000,1.031066,,0.971420,0,291,0,72.300656
5029,101241,0,762867,13.271121,0.000000,1.533370,,0.971531,0,291,0,72.306163
5030,101241,0,762867,13.271121,0.000000,1.030179,,0.971543,0,291,0,72.311668
5031,101241,0,762867,13.271121,0.000000,0.028085,,0.971355,0,291,0,72.317170
5032,101241,0,762867,13.271121,0.000000,2.034170,,0.971567,0,291,0,72.322670
5033,101241,0,762867,13.271121,0.000000,0.031300,,0.971380,0,291,0,72.328168
5034,101241,0,762867,13.271121,0.000000,0.028541,,0.971193,0,291,0,72.333664
5035,101241,0,762867,13.271121,0.000000,0.029345,,0.971006,0,291,0,72.339158
5036,101241,0,762867,13.271121,0.000000,2.039288,,0.971218,0,291,0,72.344650
5037,101241,0,762867,13.271121,0.000000,0.029749,,0.971031,0,291,0,72.350139
5038,101241,0,762867,13.271121,0.000000,0.526297,,0.970942,0,291,0,72.355626
5039,101241,0,762867,13.271121,0.000000,0.024053,non_zero_exit,0.970755,0,291,0,72.341270
5040,101274,33,762867,13.275446,0.004326,1.036479,non_zero_exit,0.970768,0,291,0,72.326919
5041,101274,0,762867,13.275446,0.000000,0.022099,non_zero_exit,0.970579,0,291,0,72.312574
5042,101274,0,762867,13.275446,0.000000,0.033550,,0.970394,0,291,0,72.318065
5043,101274,0,762867,13.275446,0.000000,0.028158,,0.970207,0,291,0,72.323553
5044,101274,0,762867,13.275446,0.000000,0.024843,non_zero_exit,0.970019,0,291,0,72.309217
5045,101274,0,762867,13.275446,0.000000,0.021284,non_zero_exit,0.969831,0,291,0,72.294887
5046,101274,0,762867,13.275446,0.000000,0.030864,,0.969645,0,291,0,72.300376
5047,101274,0,762867,13.275446,0.000000,0.023791,non_zero_exit,0.969458,0,291,0,72.286054
5048,101274,0,762867,13.275446,0.000000,0.021620,non_zero_exit,0.969270,0,291,0,72.271737
5049,101277,3,762867,13.275840,0.000393,5.003817,timeout,0.970069,0,292,0,72.257426
5050,101283,6,762867,13.276626,0.000787,1.036578,,0.970082,0,292,0,72.262918
5051,101283,0,762867,13.276626,0.000000,1.030916,,0.970094,0,292,0,72.268409
5052,101283,0,762867,13.276626,0.000000,0.382893,,0.969978,0,292,0,72.273897
5053,101283,0,762867,13.276626,0.000000,1.353159,,0.970054,0,292,0,72.279383
5054,101284,1,762867,13.276757,0.000131,0.023996,non_zero_exit,0.969867,0,292,0,72.265084
5055,101284,0,762867,13.276757,0.000000,0.033793,,0.969682,0,292,0,72.270570
5056,101284,0,762867,13.276757,0.000000,0.634967,non_zero_exit,0.969616,0,292,0,72.256278
5057,101284,0,762867,13.276757,0.000000,0.032552,,0.969430,0,292,0,72.261764
5058,101295,11,762867,13.278199,0.001442,0.044726,,0.969248,0,292,0,72.267246
5059,101295,0,762867,13.278199,0.000000,0.025262,non_zero_exit,0.969061,0,292,0,72.252964
5060,101295,0,762867,13.278199,0.000000,0.027524,,0.968875,0,292,0,72.258447
5061,101295,0,762867,13.278199,0.000000,4.032411,,0.969480,0,292,0,72.263927
5062,101295,0,762867,13.278199,0.000000,0.021490,non_zero_exit,0.969293,0,292,0,72.249654
5063,101295,0,762867,13.278199,0.000000,4.535860,,0.969997,0,292,0,72.255134
5064,101295,0,762867,13.278199,0.000000,0.047178,,0.969815,0,292,0,72.260612
5065,101295,0,762867,13.278199,0.000000,1.038370,,0.969829,0,292,0,72.266088
5066,101295,0,762867,13.278199,0.000000,4.042909,non_zero_exit,0.970435,0,292,0,72.251826
5067,101295,0,762867,13.278199,0.000000,0.028525,,0.970249,0,292,0,72.257301
5068,101295,0,762867,13.278199,0.000000,5.003748,timeout,0.971045,0,293,0,72.243046
5069,101295,0,762867,13.278199,0.000000,0.028129,,0.970859,0,293,0,72.248521
5070,101295,0,762867,13.278199,0.000000,0.025400,non_zero_exit,0.970672,0,293,0,72.234273
5071,101295,0,762867,13.278199,0.000000,0.017433,non_zero_exit,0.970485,0,293,0,72.220032
5072,101295,0,762867,13.278199,0.000000,2.027661,,0.970693,0,293,0,72.225508
5073,101295,0,762867,13.278199,0.000000,0.027133,non_zero_exit,0.970507,0,293,0,72.211273
5074,101295,0,762867,13.278199,0.000000,1.547432,,0.970621,0,293,0,72.216749
5075,101295,0,762867,13.278199,0.000000,0.127617,,0.970455,0,293,0,72.222222
5076,101295,0,762867,13.278199,0.000000,1.031036,,0.970466,0,293,0,72.227694
5077,101298,3,762867,13.278592,0.000393,1.049179,,0.970482,0,293,0,72.233163
5078,101298,0,762867,13.278592,0.000000,0.030543,,0.970297,0,293,0,72.238630
5079,101489,191,762867,13.303630,0.025037,1.267621,,0.970355,0,293,0,72.244094
5080,101489,0,762867,13.303630,0.000000,0.027710,,0.970170,0,293,0,72.249557
5081,101489,0,762867,13.303630,0.000000,0.025151,non_zero_exit,0.969984,0,293,0,72.235340
5082,101489,0,762867,13.303630,0.000000,0.426675,,0.969877,0,293,0,72.240803
5083,101489,0,762867,13.303630,0.000000,1.031749,,0.969889,0,293,0,72.246263
5084,101489,0,762867,13.303630,0.000000,0.021976,non_zero_exit,0.969703,0,293,0,72.232055
5085,101489,0,762867,13.303630,0.000000,1.028245,,0.969714,0,293,0,72.237515
5086,101489,0,762867,13.303630,0.000000,0.025983,non_zero_exit,0.969529,0,293,0,72.223314
5087,101489,0,762867,13.303630,0.000000,5.003882,timeout,0.970322,0,294,0,72.209119
5088,101489,0,762867,13.303630,0.000000,4.551461,,0.971025,0,294,0,72.214580
5089,101489,0,762867,13.303630,0.000000,0.027822,non_zero_exit,0.970840,0,294,0,72.200393
5090,101489,0,762867,13.303630,0.000000,5.004183,timeout,0.971632,0,295,0,72.186211
5091,101489,0,762867,13.303630,0.000000,0.027941,non_zero_exit,0.971447,0,295,0,72.172035
5092,101489,0,762867,13.303630,0.000000,0.590262,,0.971372,0,295,0,72.177499
5093,101489,0,762867,13.303630,0.000000,5.004240,timeout,0.972164,0,296,0,72.163329
5094,101490,1,762867,13.303761,0.000131,4.033273,,0.972765,0,296,0,72.168793
5095,101490,0,762867,13.303761,0.000000,1.029392,,0.972776,0,296,0,72.174254
5096,101491,1,762867,13.303892,0.000131,5.004238,timeout,0.973567,0,297,0,72.160094
5097,101491,0,762867,13.303892,0.000000,1.528544,,0.973676,0,297,0,72.165555
5098,101491,0,762867,13.303892,0.000000,0.024992,non_zero_exit,0.973490,0,297,0,72.151402
5099,101491,0,762867,13.303892,0.000000,1.034349,,0.973502,0,297,0,72.156863
5100,101491,0,762867,13.303892,0.000000,2.029275,,0.973709,0,297,0,72.162321
5101,101491,0,762867,13.303892,0.000000,0.031078,,0.973524,0,297,0,72.167777
5102,101491,0,762867,13.303892,0.000000,0.391298,,0.973410,0,297,0,72.173231
5103,101491,0,762867,13.303892,0.000000,1.031096,,0.973421,0,297,0,72.178683
5104,101491,0,762867,13.303892,0.000000,0.027111,,0.973236,0,297,0,72.184133
5105,101491,0,762867,13.303892,0.000000,1.039462,,0.973249,0,297,0,72.189581
5106,101491,0,762867,13.303892,0.000000,0.031043,,0.973064,0,297,0,72.195026
5107,101491,0,762867,13.303892,0.000000,0.039045,,0.972881,0,297,0,72.200470
5108,101491,0,762867,13.303892,0.000000,1.031102,,0.972893,0,297,0,72.205911
5109,101491,0,762867,13.303892,0.000000,0.026372,,0.972707,0,297,0,72.211350
5110,101491,0,762867,13.303892,0.000000,0.022449,non_zero_exit,0.972521,0,297,0,72.197222
5111,101492,1,762867,13.304023,0.000131,1.028067,,0.972532,0,297,0,72.202660
5112,101492,0,762867,13.304023,0.000000,0.035852,,0.972349,0,297,0,72.208097
5113,101492,0,762867,13.304023,0.000000,0.022926,non_zero_exit,0.972163,0,297,0,72.193977
5114,101492,0,762867,13.304023,0.000000,0.858553,,0.972141,0,297,0,72.199413
5115,101492,0,762867,13.304023,0.000000,1.031672,,0.972153,0,297,0,72.204848
5116,101492,0,762867,13.304023,0.000000,0.030422,,0.971969,0,297,0,72.210279
5117,101492,0,762867,13.304023,0.000000,1.831915,,0.972137,0,297,0,72.215709
5118,101492,0,762867,13.304023,0.000000,1.027994,,0.972148,0,297,0,72.221137
5119,101492,0,762867,13.304023,0.000000,5.003857,timeout,0.972935,0,298,0,72.207031
5120,101492,0,762867,13.304023,0.000000,3.035331,,0.973338,0,298,0,72.212459
5121,101506,14,762867,13.305858,0.001835,1.035586,,0.973350,0,298,0,72.217884
5122,101506,0,762867,13.305858,0.000000,0.024061,non_zero_exit,0.973165,0,298,0,72.203787
5123,101506,0,762867,13.305858,0.000000,5.004847,timeout,0.973952,0,299,0,72.189696
5124,101506,0,762867,13.305858,0.000000,5.004185,timeout,0.974738,0,300,0,72.175610
5125,101506,0,762867,13.305858,0.000000,1.036531,,0.974750,0,300,0,72.181038
5126,101506,0,762867,13.305858,0.000000,0.032964,,0.974566,0,300,0,72.186464
5127,101506,0,762867,13.305858,0.000000,3.031698,,0.974968,0,300,0,72.191888
5128,101506,0,762867,13.305858,0.000000,5.004762,timeout,0.975753,0,301,0,72.177812
5129,101506,0,762867,13.305858,0.000000,2.031907,,0.975959,0,301,0,72.183236
5130,101506,0,762867,13.305858,0.000000,1.033864,,0.975970,0,301,0,72.188657
5131,101506,0,762867,13.305858,0.000000,1.034942,,0.975982,0,301,0,72.194076
5132,101506,0,762867,13.305858,0.000000,5.004627,timeout,0.976767,0,302,0,72.180012
5133,101506,0,762867,13.305858,0.000000,0.022677,non_zero_exit,0.976581,0,302,0,72.165952
5134,101506,0,762867,13.305858,0.000000,0.030089,,0.976397,0,302,0,72.171373
5135,101506,0,762867,13.305858,0.000000,0.024246,non_zero_exit,0.976211,0,302,0,72.157321
5136,101506,0,762867,13.305858,0.000000,0.023904,non_zero_exit,0.976026,0,302,0,72.143274
5137,101506,0,762867,13.305858,0.000000,2.032617,,0.976231,0,302,0,72.148696
5138,101506,0,762867,13.305858,0.000000,1.031228,,0.976242,0,302,0,72.154116
5139,101506,0,762867,13.305858,0.000000,1.030437,,0.976253,0,302,0,72.159533
5140,101506,0,762867,13.305858,0.000000,0.022862,non_zero_exit,0.976067,0,302,0,72.145497
5141,101506,0,762867,13.305858,0.000000,0.029928,,0.975883,0,302,0,72.150914
5142,101506,0,762867,13.305858,0.000000,1.029736,,0.975894,0,302,0,72.156329
5143,101506,0,762867,13.305858,0.000000,1.034937,,0.975905,0,302,0,72.161742
5144,101506,0,762867,13.305858,0.000000,0.021898,non_zero_exit,0.975720,0,302,0,72.147716
5145,101506,0,762867,13.305858,0.000000,0.028893,,0.975536,0,302,0,72.153129
5146,101506,0,762867,13.305858,0.000000,3.032350,,0.975935,0,302,0,72.158539
5147,101506,0,762867,13.305858,0.000000,0.131562,,0.975771,0,302,0,72.163947
5148,101506,0,762867,13.305858,0.000000,0.032599,,0.975588,0,302,0,72.169353
5149,101506,0,762867,13.305858,0.000000,0.034506,,0.975405,0,302,0,72.174757
5150,101506,0,762867,13.305858,0.000000,0.032892,,0.975222,0,302,0,72.180159
5151,101506,0,762867,13.305858,0.000000,0.030513,,0.975039,0,302,0,72.185559
5152,101506,0,762867,13.305858,0.000000,1.029024,,0.975050,0,302,0,72.190957
5153,101506,0,762867,13.305858,0.000000,0.025629,non_zero_exit,0.974865,0,302,0,72.176950
5154,101508,2,762867,13.306120,0.000262,0.033768,,0.974683,0,302,0,72.182347
5155,101508,0,762867,13.306120,0.000000,1.033307,,0.974694,0,302,0,72.187742
5156,101508,0,762867,13.306120,0.000000,0.033630,,0.974512,0,302,0,72.193136
5157,101508,0,762867,13.306120,0.000000,0.031365,,0.974329,0,302,0,72.198527
5158,101509,1,762867,13.306251,0.000131,0.023247,non_zero_exit,0.974145,0,302,0,72.184532
5159,101524,15,762867,13.308218,0.001966,0.543870,,0.974061,0,302,0,72.189922
5160,101524,0,762867,13.308218,0.000000,1.031685,,0.974072,0,302,0,72.195311
5161,101524,0,762867,13.308218,0.000000,0.028799,,0.973889,0,302,0,72.200697
5162,101524,0,762867,13.308218,0.000000,0.025666,non_zero_exit,0.973706,0,302,0,72.186713
5163,101524,0,762867,13.308218,0.000000,0.028831,,0.973523,0,302,0,72.192099
5164,101524,0,762867,13.308218,0.000000,0.023766,non_zero_exit,0.973339,0,302,0,72.178122
5165,101533,9,762867,13.309397,0.001180,0.029765,non_zero_exit,0.973156,0,302,0,72.164150
5166,101533,0,762867,13.309397,0.000000,1.037558,,0.973168,0,302,0,72.169537
5167,101537,4,762867,13.309922,0.000524,0.024362,,0.972985,0,302,0,72.174923
5168,101537,0,762867,13.309922,0.000000,1.039325,,0.972998,0,302,0,72.180306
5169,101537,0,762867,13.309922,0.000000,1.028743,,0.973008,0,302,0,72.185687
5170,101537,0,762867,13.309922,0.000000,0.041853,,0.972828,0,302,0,72.191066
5171,101537,0,762867,13.309922,0.000000,1.031923,,0.972840,0,302,0,72.196442
5172,101537,0,762867,13.309922,0.000000,2.034361,,0.973045,0,302,0,72.201817
5173,101537,0,762867,13.309922,0.000000,1.029170,,0.973056,0,302,0,72.207190
5174,101537,0,762867,13.309922,0.000000,1.045667,,0.973070,0,302,0,72.212560
5175,101537,0,762867,13.309922,0.000000,5.007495,timeout,0.973849,0,303,0,72.198609
5176,101537,0,762867,13.309922,0.000000,1.028762,,0.973860,0,303,0,72.203979
5177,101537,0,762867,13.309922,0.000000,1.035752,,0.973872,0,303,0,72.209347
5178,101537,0,762867,13.309922,0.000000,1.031274,,0.973883,0,303,0,72.214713
5179,101537,0,762867,13.309922,0.000000,1.032939,,0.973894,0,303,0,72.220077
5180,101537,0,762867,13.309922,0.000000,0.030514,,0.973712,0,303,0,72.225439
5181,101537,0,762867,13.309922,0.000000,0.022020,non_zero_exit,0.973529,0,303,0,72.211501
5182,101537,0,762867,13.309922,0.000000,5.004222,timeout,0.974306,0,304,0,72.197569
5183,101537,0,762867,13.309922,0.000000,0.537354,,0.974222,0,304,0,72.202932
5184,101537,0,762867,13.309922,0.000000,0.030214,,0.974040,0,304,0,72.208293
5185,101537,0,762867,13.309922,0.000000,0.134207,,0.973878,0,304,0,72.213652
5186,101537,0,762867,13.309922,0.000000,1.039466,,0.973891,0,304,0,72.219009
5187,101537,0,762867,13.309922,0.000000,1.038406,,0.973903,0,304,0,72.224364
5188,101537,0,762867,13.309922,0.000000,0.026287,non_zero_exit,0.973721,0,304,0,72.210445
5189,101537,0,762867,13.309922,0.000000,1.036326,,0.973733,0,304,0,72.215800
5190,101537,0,762867,13.309922,0.000000,2.032199,,0.973936,0,304,0,72.221152
5191,101537,0,762867,13.309922,0.000000,5.006057,timeout,0.974713,0,305,0,72.207242
5192,101537,0,762867,13.309922,0.000000,0.030999,,0.974531,0,305,0,72.212594
5193,101537,0,762867,13.309922,0.000000,1.030226,,0.974542,0,305,0,72.217944
5194,101537,0,762867,13.309922,0.000000,0.021393,non_zero_exit,0.974359,0,305,0,72.204042
5195,101537,0,762867,13.309922,0.000000,0.023334,non_zero_exit,0.974176,0,305,0,72.190146
5196,101537,0,762867,13.309922,0.000000,0.031559,,0.973994,0,305,0,72.195497
5197,101538,1,762867,13.310053,0.000131,5.003820,timeout,0.974769,0,306,0,72.181608
5198,101538,0,762867,13.310053,0.000000,1.028283,,0.974780,0,306,0,72.186959
5199,101538,0,762867,13.310053,0.000000,0.034916,,0.974599,0,306,0,72.192308
5200,101538,0,762867,13.310053,0.000000,0.026122,,0.974417,0,306,0,72.197654
5201,101538,0,762867,13.310053,0.000000,1.025683,,0.974427,0,306,0,72.202999
5202,101538,0,762867,13.310053,0.000000,0.033939,,0.974246,0,306,0,72.208341
5203,101542,4,762867,13.310577,0.000524,0.021275,non_zero_exit,0.974063,0,306,0,72.194466
5204,101542,0,762867,13.310577,0.000000,0.030225,,0.973881,0,306,0,72.199808
5205,101542,0,762867,13.310577,0.000000,0.538423,non_zero_exit,0.973798,0,306,0,72.185939
5206,101542,0,762867,13.310577,0.000000,0.033595,,0.973617,0,306,0,72.191281
5207,101542,0,762867,13.310577,0.000000,0.025746,non_zero_exit,0.973435,0,306,0,72.177419
5208,101542,0,762867,13.310577,0.000000,0.030574,,0.973254,0,306,0,72.182761
5209,101545,3,762867,13.310970,0.000393,0.032456,,0.973074,0,306,0,72.188100
5210,101545,0,762867,13.310970,0.000000,1.029917,,0.973084,0,306,0,72.193437
5211,101545,0,762867,13.310970,0.000000,0.031555,,0.972904,0,306,0,72.198772
5212,101554,9,762867,13.312150,0.001180,5.027241,timeout,0.973682,0,307,0,72.184922
5213,101554,0,762867,13.312150,0.000000,0.717757,,0.973632,0,307,0,72.190257
5214,101554,0,762867,13.312150,0.000000,1.031384,,0.973643,0,307,0,72.195590
5215,101554,0,762867,13.312150,0.000000,0.025393,,0.973462,0,307,0,72.200920
5216,101555,1,762867,13.312281,0.000131,0.024218,non_zero_exit,0.973280,0,307,0,72.187081
5217,101555,0,762867,13.312281,0.000000,0.033149,,0.973100,0,307,0,72.192411
5218,101555,0,762867,13.312281,0.000000,0.035574,,0.972920,0,307,0,72.197739
5219,101555,0,762867,13.312281,0.000000,2.034097,,0.973123,0,307,0,72.203065
5220,101555,0,762867,13.312281,0.000000,0.030190,,0.972943,0,307,0,72.208389
5221,101555,0,762867,13.312281,0.000000,1.030597,,0.972954,0,307,0,72.213711
5222,101555,0,762867,13.312281,0.000000,0.027604,,0.972773,0,307,0,72.219031
5223,101555,0,762867,13.312281,0.000000,0.023241,non_zero_exit,0.972591,0,307,0,72.205207
5224,101555,0,762867,13.312281,0.000000,0.235997,,0.972450,0,307,0,72.210526
5225,101555,0,762867,13.312281,0.000000,1.031339,,0.972461,0,307,0,72.215844
5226,101555,0,762867,13.312281,0.000000,1.028552,,0.972472,0,307,0,72.221159
5227,101555,0,762867,13.312281,0.000000,3.041473,,0.972868,0,307,0,72.226473
5228,101555,0,762867,13.312281,0.000000,1.027342,,0.972878,0,307,0,72.231784
5229,101555,0,762867,13.312281,0.000000,0.028442,,0.972698,0,307,0,72.237094
5230,101555,0,762867,13.312281,0.000000,1.717369,,0.972840,0,307,0,72.242401
5231,101555,0,762867,13.312281,0.000000,0.032078,,0.972660,0,307,0,72.247706
5232,101555,0,762867,13.312281,0.000000,3.030469,,0.973053,0,307,0,72.253010
5233,101555,0,762867,13.312281,0.000000,0.026204,non_zero_exit,0.972872,0,307,0,72.239205
5234,101555,0,762867,13.312281,0.000000,0.029132,,0.972692,0,307,0,72.244508
5235,101557,2,762867,13.312543,0.000262,0.987304,,0.972695,0,307,0,72.249809
5236,101557,0,762867,13.312543,0.000000,0.023748,non_zero_exit,0.972514,0,307,0,72.236013
5237,101557,0,762867,13.312543,0.000000,0.029631,,0.972334,0,307,0,72.241313
5238,101557,0,762867,13.312543,0.000000,1.029598,,0.972345,0,307,0,72.246612
5239,101557,0,762867,13.312543,0.000000,2.030554,,0.972547,0,307,0,72.251908
5240,101557,0,762867,13.312543,0.000000,0.024582,non_zero_exit,0.972366,0,307,0,72.238122
5241,101557,0,762867,13.312543,0.000000,0.023981,non_zero_exit,0.972185,0,307,0,72.224342
5242,101557,0,762867,13.312543,0.000000,0.023702,non_zero_exit,0.972004,0,307,0,72.210566
5243,101557,0,762867,13.312543,0.000000,1.030489,,0.972015,0,307,0,72.215866
5244,101557,0,762867,13.312543,0.000000,0.530591,non_zero_exit,0.971931,0,307,0,72.202097
5245,101557,0,762867,13.312543,0.000000,3.029992,,0.972323,0,307,0,72.207396
5246,101557,0,762867,13.312543,0.000000,0.022105,non_zero_exit,0.972142,0,307,0,72.193634
5247,101557,0,762867,13.312543,0.000000,0.021525,non_zero_exit,0.971961,0,307,0,72.179878
5248,101557,0,762867,13.312543,0.000000,3.027534,,0.972353,0,307,0,72.185178
5249,101557,0,762867,13.312543,0.000000,0.021249,non_zero_exit,0.972171,0,307,0,72.171429
5250,101557,0,762867,13.312543,0.000000,0.024493,non_zero_exit,0.971991,0,307,0,72.157684
5251,101557,0,762867,13.312543,0.000000,1.033631,,0.972003,0,307,0,72.162986
5252,101557,0,762867,13.312543,0.000000,0.030203,,0.971823,0,307,0,72.168285
5253,101557,0,762867,13.312543,0.000000,0.022998,non_zero_exit,0.971643,0,307,0,72.154549
5254,101569,12,762867,13.314116,0.001573,2.013302,,0.971841,0,307,0,72.159848
5255,101569,0,762867,13.314116,0.000000,0.030941,,0.971662,0,307,0,72.165145
5256,101569,0,762867,13.314116,0.000000,1.039788,,0.971675,0,307,0,72.170439
5257,101569,0,762867,13.314116,0.000000,1.028990,non_zero_exit,0.971686,0,307,0,72.156714
5258,101569,0,762867,13.314116,0.000000,0.122609,,0.971524,0,307,0,72.162008
